Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,190,180,210,250,290,330,320,320,290,320,360,400,420,460,500,540,520,540,600,670,690,640,530,470,460,490
Mauritania,MRT,,,,180,230,260,260,270,290,280,290,280,290,340,480,510,540,550,570,640,710,720,670,640,610,580,610,670,740,760,730,810,920,970,870,900,970,870,830,820,730,650,650,710,800,940,1150,1230,1380,1440,1500,1600,1760,1850,1750,1640,1510,1500,1580,1660
Mauritius,MUS,,,,,,,,,,,,,,,,,,,1010,1220,1240,1280,1190,1070,1030,1060,1250,1620,2060,2220,2430,2620,2990,3120,3230,3470,3780,3900,3780,3660,3900,3970,3960,4410,5170,5600,5930,6490,7400,7800,8080,8400,9550,10520,10820,10700,10640,10980,12270,12900
Malawi,MWI,,,50,50,50,50,60,60,60,60,60,70,80,90,110,130,130,130,150,170,190,190,180,170,170,160,150,150,160,160,180,210,200,220,160,160,170,200,200,180,160,140,170,220,300,300,310,330,370,410,450,490,460,410,370,350,340,340,350,380
Malaysia,MYS,,,240,250,270,300,320,330,340,350,370,390,440,570,750,860,920,970,1130,1450,1790,1930,1860,1810,1950,1920,1860,1960,2140,2260,2400,2560,2880,3230,3600,4050,4500,4620,3640,3380,3460,3550,3790,4160,4740,5270,5840,6630,7510,7600,8260,9050,10180,10840,11140,10680,10150,9950,10650,11230
North America,NAC,,,3235.862445,3365.743238,3554.47903,3817.45343,4126.083559,4297.071134,4661.930886,4983.097479,5138.11927,5513.703009,6156.727983,7170.769737,7908.239207,8461.523606,8944.978469,9548.720939,10665.57616,12046.2276,13213.28331,14171.22162,13992.95657,14336.72512,15909.09098,17120.19571,18664.85501,20898.67179,23016.58859,23382.92897,23723.70696,23949.40032,25259.08751,25883.19064,26988.35465,28231.07181,29338.72193,30184.67959,30870.90959,32450.66015,34662.20715,35377.64099,35975.5293,38406.45212,42181.56431,45083.36743,46964.72029,47971.90348,48662.7444,47300.60215,48555.26882,50247.33879,52601.26789,53843.74081,55503.0251,55841.85187,55879.66308,57464.7615,61329.26797,63859.98737
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,1980,1840,1670,1320,1340,1600,1690,1850,1990,2150,2300,2210,2270,2460,2510,2510,2370,2240,2260,2100,2010,2290,2890,3530,4030,4210,4310,4250,4500,5140,5680,5910,5760,5290,4700,4610,4900,5060
New Caledonia,NCL,,,,,,,,1830,2160,2520,3220,3420,3780,3990,5270,6400,6440,6580,6980,6900,7980,7940,7160,5920,5480,5510,6170,8070,13270,14530,14760,15200,16070,16340,16780,18220,18240,17810,15730,14810,14020,,,,,,,,,,,,,,,,,,,
Niger,NER,,,150,160,160,170,170,170,160,150,150,160,150,160,210,230,220,230,280,350,410,390,360,290,210,220,250,270,330,320,340,360,420,340,270,240,240,240,250,240,220,220,220,250,280,330,360,380,440,480,520,520,550,570,590,560,530,520,570,600
Nigeria,NGA,,,100,110,110,110,110,100,100,120,170,180,200,220,340,400,510,560,560,640,760,970,1260,1450,1130,970,790,710,680,550,560,510,510,360,310,310,390,440,440,460,470,530,630,710,870,1030,1350,1610,1960,2040,2140,2180,2440,2690,2940,2820,2430,2090,1960,2030
Nicaragua,NIC,,,140,150,160,200,230,290,290,310,310,320,330,380,510,570,600,680,650,500,600,660,680,680,700,690,750,860,680,360,310,220,240,290,450,610,880,880,880,930,960,970,960,1000,1080,1160,1200,1290,1390,1380,1460,1570,1670,1740,1830,1890,1960,2030,1970,1890
Netherlands,NLD,,,1220,1310,1460,1700,1840,2000,2230,2550,2890,3290,3850,5070,6370,7630,8350,9100,10460,12760,14830,14000,12350,11070,10730,10330,11690,14720,18570,19540,20320,21280,23520,24040,25370,27690,29750,29800,28260,28670,28810,27390,27020,30950,37280,42050,45910,49110,52670,53670,53900,54480,52930,52950,51980,49810,46900,47140,51300,53060
Norway,NOR,,,1610,1710,1860,2050,2240,2470,2630,2850,3120,3570,4230,5320,6750,8380,9150,9960,11110,13110,15650,16420,15750,14940,15150,15710,17550,20830,23970,25080,26510,27830,30790,30220,30860,32700,35800,37920,36110,35550,36570,38250,39880,44750,54110,63790,69990,78500,87520,87910,88560,90420,99220,104330,104560,93110,81810,76210,80640,82500
Nepal,NPL,,,50,50,50,50,70,80,70,70,70,70,80,80,100,110,120,120,120,130,140,160,150,140,160,160,170,180,200,210,210,210,200,190,200,200,210,220,210,220,230,240,240,260,280,310,340,370,430,480,540,610,700,750,770,780,770,860,970,1090
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8750,12260,12950,11390,10220,10160,12040,14230
New Zealand,NZL,,,,,,,,,,,,,3030,3990,4930,4970,4650,4530,5220,6530,7670,8240,7860,7370,7010,6950,7860,10010,12550,13570,13640,12160,12050,12360,13400,15280,16730,17160,15790,15040,14080,13810,14170,16960,21500,25440,26400,28170,28680,29710,29700,32280,36740,39930,41590,40520,39290,38580,41600,42220
OECD members,OED,,,1459.890261,1546.283332,1661.993907,1798.95117,1957.305038,2078.074904,2275.476189,2468.534017,2609.211318,2840.593415,3247.72602,3966.386589,4632.258896,5171.703292,5460.296336,5833.418941,6640.318503,7934.646625,9146.204502,9515.636235,9034.685113,8646.348941,8949.569261,9364.249039,10497.75149,12562.24391,15248.89261,16055.4443,16800.66431,17449.28554,18912.31683,19369.70883,20331.19612,21600.07574,22576.03572,22637.62238,21857.89517,22162.29768,23122.93717,23094.3294,22959.1811,24691.37986,28136.43159,30984.206,32511.82869,33770.42103,35157.24409,34511.16604,35433.00786,36583.75813,37731.68391,38371.46804,38491.09402,37377.14762,36466.84224,36580.72944,38945.4307,40173.47171
Oman,OMN,,,,,,,,160,230,280,320,330,360,310,700,1510,2770,2720,2650,3070,3960,5480,6210,6160,6320,6560,5930,5390,5210,5660,5710,6040,6510,6280,6160,6270,6470,6810,6530,6370,7070,7830,8000,8290,9410,10690,12660,14560,17430,17740,18100,17020,19360,20310,19010,17450,15750,13970,14190,14110
Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212.841091,4713.282936,5713.561394,6867.182414,8309.475608,9774.275655,11187.74719,11033.2724,11524.51846,12479.01986,13803.83904,14883.00273,15104.2609,14103.15086,12962.65924,12254.99016,13007.99443,13592.08815
Pakistan,PAK,,,90,100,100,110,120,130,150,160,170,180,170,150,150,160,180,200,240,270,320,350,360,350,350,340,360,370,400,400,400,400,430,440,440,470,480,470,450,440,480,510,530,570,660,740,800,860,920,950,970,1030,1120,1210,1230,1260,1310,1400,1480,1410
Panama,PAN,,,490,530,550,590,630,670,710,770,810,890,960,1090,1220,1370,1350,1360,1570,1760,2200,2410,2590,2530,2530,2820,2860,3280,2740,2570,2660,2730,3020,3260,3440,3470,3560,3600,3690,3760,3910,3840,3970,4110,4510,4790,5100,5770,6540,6900,7260,8550,9540,10630,11190,12200,12780,13750,14420,14950
Peru,PER,,,290,300,340,380,450,490,470,480,500,560,630,740,930,1080,1070,1020,870,910,1020,1170,1130,920,890,840,840,950,790,790,840,1220,1420,1550,1760,1950,2150,2280,2150,2030,1970,1900,1960,2080,2280,2540,2810,3210,3790,3970,4410,4970,5790,6420,6530,6340,6110,6060,6470,6740
Philippines,PHL,,,220,190,170,180,200,210,220,240,220,220,220,260,320,380,420,450,500,590,700,750,740,680,570,520,540,600,660,700,720,730,770,820,920,1020,1160,1230,1200,1180,1150,1160,1130,1170,1290,1380,1490,1720,2000,2170,2370,2520,2860,3160,3330,3380,3450,3530,3710,3850
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200,8810,9410,10350,10830,11780,11800,11090,11400,12270,12760,12870,14150,15860,16670,16650,17810,16490
Papua New Guinea,PNG,,,110,120,120,140,150,160,180,200,220,240,270,350,440,490,470,470,570,640,710,720,650,610,600,610,640,690,790,800,740,790,840,980,1030,950,930,850,720,630,570,510,480,470,540,650,790,1070,1400,1510,1740,1820,2270,2500,2990,2860,2710,2590,2600,2750
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,2480,2760,3240,3830,4230,4350,4430,4670,4710,4900,5500,6250,7340,8460,9940,11980,12500,12740,12890,13160,13390,13560,13310,12720,12730,14150,15350
Pre-demographic dividend,PRE,,,,,,,,,,,,,,,,,,,,,402.1839756,432.5197841,459.2810892,450.7185854,390.6776414,371.045824,366.4350752,391.1277722,404.4732791,383.1593377,465.8188285,444.5399011,413.602085,353.8621259,317.8390119,327.7730367,353.0797079,379.1425282,378.1171842,380.9588128,383.9355093,398.8139065,436.1633466,480.1123819,575.8548576,673.378986,807.3714904,958.1633107,1167.367105,1251.289388,1322.608661,1362.521312,1538.171369,1673.455587,1753.177178,1663.971261,1515.923306,1381.111594,1373.622262,1427.329236
Puerto Rico,PRI,,,820,900,960,1060,1160,1240,1370,1560,1750,1910,2100,2380,2590,2660,2650,2740,2980,3390,3720,3890,3770,3670,3970,4280,4750,5350,5860,6050,5950,6300,6760,7100,7370,7820,8130,8510,8690,9590,10550,10950,11250,12170,14260,14750,15030,15860,16360,16580,16920,17670,18680,19170,19280,19420,19710,20000,21030,21970
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,,,410,430,470,520,570,640,730,790,950,1070,1270,1700,2070,2210,2330,2430,2530,2870,3350,3420,3230,2830,2520,2530,3080,4160,5630,6320,7130,8180,9860,10100,10450,11210,12100,12370,12190,12260,12170,11830,11750,13260,16140,18580,19390,20850,22590,22920,22960,22720,21150,21370,21190,20440,19930,20050,22050,23160
Paraguay,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680,1840,1840,1730,1600,1440,1410,1330,1230,1350,1520,1840,2320,3080,3450,4070,4480,4760,5510,5780,5620,5390,5390,5620,5520
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1630,1780,1800,1550,1370,1190,1370,1640,1780,1710,1790,2040,2250,2510,2880,3210,3470,3560,3670,3900,3930,4190,
Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,,,1464.172093,1315.423496,1354.717536,1293.895679,1410.538845,1400.753986,1438.149371,1451.142469,1479.149085,1483.457547,1644.642291,1719.114008,1851.286452,2046.290257,2182.668486,2141.764998,1993.21096,2000.481748,1905.60945,1844.515338,1808.965655,1940.213181,2276.22869,2600.535503,2679.682207,2842.305393,3011.527111,2971.748799,2970.047874,3127.35179,3380.969211,3770.991902,3905.520839,3930.034189,3959.216175,4013.491304,4302.837659,4305.811681
Post-demographic dividend,PST,,,1529.710954,1622.124494,1745.267963,1892.934443,2063.383304,2195.543647,2408.09872,2619.455552,2774.637846,3028.398931,3473.083274,4254.689206,4967.474387,5553.037102,5876.092572,6303.556685,7198.482045,8614.43948,9929.855455,10305.69199,9830.22711,9474.598351,9868.518457,10358.88238,11683.20324,14048.81973,17132.09178,18058.86502,18876.14776,19591.18946,21226.86142,21699.6858,22790.10716,24320.22815,25478.10991,25571.81276,24643.3729,25000.44738,26050.34422,26065.73603,25918.13636,27950.53549,31907.30481,35145.79951,36839.84251,38210.7411,39739.05717,39105.38581,40207.22659,41564.65118,42849.09833,43592.13189,43755.74485,42549.56018,41713.94064,42048.76388,44945.76117,46506.52023
French Polynesia,PYF,,,,,,,,2090,2520,2430,2400,2640,2660,3320,4580,5100,5590,5890,6760,7980,9140,9600,9130,8190,8030,8340,10250,13000,15350,14940,15270,16030,17260,17400,17470,17910,17780,17250,16660,16170,15760,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28400,30680,36160,38260,50810,58030,65580,61250,63620,66950,72880,79390,80890,73440,64550,56920,58830,61180
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1190,1270,1490,1640,1590,1580,1610,1710,1760,1950,2250,2960,3880,4900,6390,8800,9220,8640,8650,8760,9320,9700,9600,9620,10110,11430,12620
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440,3090,2920,2650,2640,2600,2650,2130,1750,1710,1780,2100,2590,3410,4450,5810,7560,9580,9230,9980,11060,13490,15190,14630,11780,9730,9210,10250,11260
Rwanda,RWA,,,40,40,40,40,40,50,50,50,60,60,60,70,80,100,130,160,180,230,270,280,270,260,250,260,290,320,350,350,350,320,340,310,150,210,220,260,260,280,280,270,260,250,270,320,360,410,490,550,600,650,710,720,740,750,740,740,780,830
South Asia,SAS,,,86.67295842,93.94650671,104.5607998,109.3400568,105.3902073,106.5815033,103.9928377,111.3545531,117.9807312,121.9142978,125.7802024,141.9951721,164.5368177,187.6694978,181.7468811,184.7084572,203.5393295,222.2509584,267.0459555,293.2203336,287.2784656,281.2379465,279.3434135,288.955831,308.5073068,343.5616449,381.5049504,378.9131123,375.4477027,347.9816321,349.7108207,335.4235808,349.2979659,374.6914936,406.1690367,414.1567208,415.4657282,435.8447076,445.1358088,454.6752546,461.4257781,513.9370684,599.6663068,688.3269916,762.1388005,871.0159858,949.1960265,1053.020387,1147.131883,1276.767161,1389.238701,1435.511586,1479.060796,1524.114143,1601.789557,1734.262858,1902.231158,1993.827524
Saudi Arabia,SAU,,,,,,,,,,,930,1000,1150,1600,3160,4500,8020,8770,8890,11170,14270,16530,13970,11320,10130,9010,9140,7700,7630,7080,7390,8310,8500,8050,7720,7810,8030,8230,8010,7650,8150,8520,8370,9480,11040,12650,14160,15800,18460,17900,18750,20880,24040,25440,25550,23710,21610,19990,21610,22840
Sudan,SDN,,,140,140,140,140,140,140,150,160,170,180,190,220,290,380,440,480,460,490,480,500,470,430,380,390,540,790,780,720,530,450,340,310,320,400,400,380,340,330,340,350,380,430,500,600,700,910,1080,1150,1190,1350,1540,1490,1560,1690,1570,1320,840,590
Senegal,SEN,,,,,,,,,340,310,320,320,350,370,450,560,600,590,580,720,800,810,750,590,550,550,630,810,930,930,900,910,960,910,750,720,680,690,680,670,650,630,600,710,870,1000,1040,1120,1270,1340,1340,1310,1330,1360,1380,1320,1270,1280,1400,1460
Singapore,SGP,,,490,530,510,540,590,660,750,850,970,1090,1280,1600,2090,2660,2930,3020,3370,3990,4730,5380,5680,6170,6930,7100,7330,8080,9320,10320,11450,12970,15270,17710,20780,23630,25620,27730,24010,23360,23680,22130,22000,23440,26150,28820,32550,36010,37230,37320,44930,48290,51740,54480,56380,53160,53020,54320,57900,59590
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,730,690,650,590,560,570,580,570,610,640,770,830,970,1160,1290,1300,1230,1170,990,950,850,870,910,980,1040,1120,1230,1310,1470,1620,1820,2160,2200,2130,2150,2220,2370,2390
Sierra Leone,SLE,,,,,150,160,150,140,140,150,160,160,170,190,220,250,220,210,240,310,370,360,350,300,290,240,170,180,170,210,190,170,130,160,160,180,210,200,170,150,140,150,200,270,280,290,300,360,420,440,420,430,530,660,700,550,490,520,490,540
El Salvador,SLV,,,,,,,,300,300,300,310,320,350,380,440,480,530,610,710,780,760,730,680,670,690,720,760,820,860,860,900,930,1060,1170,1290,1480,1590,1690,1750,1810,1900,1950,2000,2130,2270,2420,2570,2680,2870,2820,2880,3060,3210,3350,3400,3440,3510,3600,3820,4000
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,,,70,70,70,70,80,90,90,90,100,100,120,140,130,190,180,160,130,110,100,110,110,100,110,120,130,150,150,150,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2990,2990,2610,1610,1540,1520,2390,3250,3830,4200,4890,6040,6450,6220,6300,6090,6460,6240,5960,5700,5560,6410,7030
Sub-Saharan Africa (excluding high income),SSA,,,120.5177334,127.4322708,133.4737141,141.1762912,146.5633663,150.3469405,156.9270522,170.1306449,191.4486055,204.0592391,217.4924392,251.6403938,329.2918136,384.5573558,412.760044,424.3932653,446.3937195,521.8926353,622.9249606,719.1908287,756.7213675,745.404998,654.4681379,589.4046141,564.6645538,601.4721975,652.5956517,639.1607799,623.7382264,620.5455873,614.8843454,578.9546511,553.5685954,568.8640187,589.5396592,602.7642397,568.6150815,557.9492034,550.5449521,544.4796387,553.3738825,603.0056183,732.7545006,896.3405327,1040.90939,1173.063047,1323.711459,1370.080253,1440.556649,1517.516606,1659.7508,1747.463509,1794.698732,1709.619053,1560.92789,1476.516369,1498.471227,1540.204079
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,850,1160,1250,1090,,,,
Sub-Saharan Africa,SSF,,,120.8811062,127.8171739,133.877161,141.5991352,147.0097102,150.8022245,157.401815,170.6396255,192.021009,204.6830165,218.1738535,252.4503708,330.3527487,385.801113,414.1029747,425.773317,447.9111538,523.8248301,624.5541658,720.5623672,757.6564021,745.9994048,655.2543775,590.5123541,566.308355,603.9302416,655.9624618,642.9455139,628.006508,625.1761879,620.3398567,584.7557813,559.6164267,575.2338425,596.3943293,609.7811193,575.3837352,564.4287352,557.3728765,551.318369,559.9946998,610.2421192,741.0696078,905.0810289,1049.907854,1182.464612,1333.940276,1380.470416,1450.997934,1528.045685,1671.502506,1760.217491,1807.536112,1722.171675,1573.292365,1489.150949,1512.410349,1554.568109
Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4270.63111,4738.812291,5614.890208,6586.68123,7795.028141,9024.800179,10263.46175,10084.41383,10479.49132,11176.43316,12324.3518,13245.81272,13420.28387,12679.31968,11738.1143,11213.31633,11858.88144,12401.2286
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,700,820,940,960,1020,1060,1130,1180,1230,1430,1630,1650,1690,1700,1870,1930
Suriname,SUR,,,270,230,250,370,450,510,520,530,570,610,690,770,980,1320,1420,1640,1930,2170,2290,2640,2510,2320,2340,2380,2460,2520,2980,2230,1420,1140,1040,970,1100,1320,1630,1840,2050,1950,1970,1670,1930,2200,2820,3320,4040,5050,6330,6960,7620,7920,8550,8950,9260,8690,6590,5390,5210,5420
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4220,5020,5420,5430,5380,5530,5720,6020,6960,9030,11350,12940,14930,17250,17100,17430,17440,17800,18250,18310,17670,16790,16620,18350,19210
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8840,10200,11240,11000,11320,11270,10950,10920,12630,15610,18310,19820,21790,24620,24380,24540,24580,23250,23230,23610,22250,21770,22130,24600,25940
Sweden,SWE,,,2310,2490,2740,2960,3190,3460,3770,4100,4690,4990,5670,7050,8580,10160,10720,11290,12460,14790,17300,17530,15760,13550,13020,13080,15330,19360,24190,26090,27760,29110,31340,28200,27690,28070,30400,31390,31110,31300,31610,29720,29090,32750,39790,45770,49150,52310,55720,52640,54630,56700,59090,61800,61870,58420,54360,53010,55580,55820
Eswatini,SWZ,,,,,,,,,,,,,300,370,470,,,,,,,,,,,,,,,,1290,1350,1570,1580,1570,1820,1930,1960,1740,1730,1670,1700,1570,1700,2160,3080,3300,3480,3360,3320,3460,3860,4310,4420,4130,3800,3450,3390,3630,3670
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27540,28670,29560,30890,28210,27680,
Seychelles,SYC,,,290,310,330,320,360,350,350,330,350,410,480,630,770,870,910,870,1170,1760,2110,2300,2290,2190,2220,2490,2740,3200,3970,4540,5030,5200,6000,6390,6530,6460,6740,7330,7320,7290,7290,7310,6850,7490,9280,11140,12580,12280,11180,10230,10220,10570,11540,12700,13350,14020,13840,14310,15670,16900
Syrian Arab Republic,SYR,,,250,230,250,270,250,280,300,370,360,410,500,500,710,970,1090,1050,1170,1280,1570,1760,1750,1710,1650,1700,1480,1270,1190,890,910,990,1110,1070,970,900,850,850,920,890,970,1110,1210,1240,1380,1510,1620,1820,,,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23280,25530,27300,26200,28340,
Chad,TCD,,,110,110,110,120,120,130,130,140,140,140,150,160,190,230,220,230,240,220,240,230,210,190,180,210,210,210,270,270,270,290,330,240,220,210,200,210,220,200,180,190,190,210,340,470,530,630,700,830,910,890,960,970,980,880,730,640,680,700
East Asia & Pacific (IDA & IBRD countries),TEA,,,72.13130596,78.45752311,87.21367178,98.81194368,106.906566,100.8348156,97.63110515,109.3985379,122.5376632,125.9883275,133.0515825,160.651447,188.0396576,218.7834349,213.9587904,227.5502222,241.3905815,266.5128061,294.5880523,311.665149,311.2085028,307.1460097,325.5015808,348.2478746,369.8347651,386.2937739,406.0261284,407.8127906,423.413639,453.8662124,504.005568,547.4690881,614.6347808,707.0393464,822.9497964,891.9277048,837.4681334,861.8618889,920.9744334,993.696629,1076.449079,1223.268811,1438.916166,1654.764012,1914.87255,2297.961893,2800.045581,3249.014641,3799.268162,4388.245239,5129.063254,5768.616238,6276.467856,6540.681887,6752.015127,7093.067972,7771.361184,8372.513
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324.173322,2197.225437,2158.992889,1984.998056,2064.043965,2131.138784,2231.813515,2101.972618,1986.190623,2082.547522,2012.912116,2175.662944,2544.908645,3258.365053,4128.218804,5048.436041,6209.194971,7571.767092,7533.113776,7987.38349,8568.532148,9658.291596,10541.38769,10479.17343,9255.794571,8194.845399,7926.949295,8441.959828,8893.669144
Togo,TGO,,,90,90,100,110,120,120,130,140,130,130,140,170,220,260,270,290,330,350,420,390,320,250,230,230,250,310,390,400,400,400,420,330,310,300,310,350,330,310,310,290,300,350,390,400,410,420,470,530,560,610,590,620,640,640,610,600,660,690
Thailand,THA,,,110,120,130,140,160,170,180,190,210,210,220,260,330,380,420,450,530,610,710,760,760,760,790,790,830,950,1160,1320,1490,1660,1880,2130,2400,2740,2950,2680,2080,1980,1980,1960,1990,2180,2530,2790,3100,3530,3970,4140,4580,4950,5520,5720,5760,5710,5700,5960,6600,7260
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,290,210,210,170,170,180,180,170,160,170,210,270,380,470,580,750,800,920,1020,1150,1330,1350,1250,1100,1010,1000,1030
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,680,610,610,550,560,620,600,650,750,990,1310,1590,1890,2320,3040,3550,4070,4730,5560,6510,7200,7030,6820,6380,6740,
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,,478.1019496,488.7360406,523.5674844,556.5999451,591.0634013,648.0190127,713.8999728,874.6850787,1112.036288,1282.509609,1350.595135,1392.006792,1519.103782,1790.788254,2114.12416,2278.156033,2155.792781,1890.549252,1791.291323,1756.718492,1825.329455,1956.219195,2072.139897,2180.514158,2288.936012,2662.258083,2962.861894,3202.005485,3432.89561,3655.789531,3962.802536,4259.232932,4241.77918,4024.322215,4109.159272,3983.723907,3721.294225,3697.399054,4001.148785,4491.901885,5190.469957,6078.747087,7031.560602,7204.600514,8005.583115,8845.427031,9771.054294,10178.95615,10065.01397,9222.574878,8468.30023,8338.888464,8630.329903,8697.129239
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,670,780,930,1310,1840,2970,2330,2850,3710,3630,3200,2690,2200,1750,1780,1800,2020
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239.807223,1376.277394,1464.028196,1506.008106,1510.630802,1567.57459,1600.477676,1600.826048,1710.9884,1896.72978,2156.296344,2436.896031,2854.020122,3373.663159,3694.799868,4013.291188,4109.515007,4596.842723,4759.200971,4634.17884,4181.360346,4115.616783,3875.068497,3854.817157,
Tonga,TON,,,,,,,,,,,,,,,,,,,,,,,,690,690,720,770,870,1070,1160,1220,1350,1450,1530,1820,2090,2370,2340,2240,2170,2080,2030,2000,2000,2160,2410,2720,2900,3270,3180,3370,3810,4320,4540,4600,4440,4410,4590,4800,5000
South Asia (IDA & IBRD),TSA,,,86.67295842,93.94650671,104.5607998,109.3400568,105.3902073,106.5815033,103.9928377,111.3545531,117.9807312,121.9142978,125.7802024,141.9951721,164.5368177,187.6694978,181.7468811,184.7084572,203.5393295,222.2509584,267.0459555,293.2203336,287.2784656,281.2379465,279.3434135,288.955831,308.5073068,343.5616449,381.5049504,378.9131123,375.4477027,347.9816321,349.7108207,335.4235808,349.2979659,374.6914936,406.1690367,414.1567208,415.4657282,435.8447076,445.1358088,454.6752546,461.4257781,513.9370684,599.6663068,688.3269916,762.1388005,871.0159858,949.1960265,1053.020387,1147.131883,1276.767161,1389.238701,1435.511586,1479.060796,1524.114143,1601.789557,1734.262858,1902.231158,1993.827524
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,120.8811062,127.8171739,133.877161,141.5991352,147.0097102,150.8022245,157.401815,170.6396255,192.021009,204.6830165,218.1738535,252.4503708,330.3527487,385.801113,414.1029747,425.773317,447.9111538,523.8248301,624.5541658,720.5623672,757.6564021,745.9994048,655.2543775,590.5123541,566.308355,603.9302416,655.9624618,642.9455139,628.006508,625.1761879,620.3398567,584.7557813,559.6164267,575.2338425,596.3943293,609.7811193,575.3837352,564.4287352,557.3728765,551.318369,559.9946998,610.2421192,741.0696078,905.0810289,1049.907854,1182.464612,1333.940276,1380.470416,1450.997934,1528.045685,1671.502506,1760.217491,1807.536112,1722.171675,1573.292365,1489.150949,1512.410349,1554.568109
Trinidad and Tobago,TTO,,,640,750,800,820,760,770,790,810,830,870,1000,1200,1500,2170,2530,2810,3360,3940,5140,6060,6710,6120,6030,5900,5090,4280,3930,3630,3710,3890,4420,4080,3880,3970,4230,4500,4620,4890,5400,6070,6760,8070,9700,11190,13280,15000,17350,16200,16460,14970,16840,18750,18560,18980,16810,16040,16020,17010
Tunisia,TUN,,,,,,,,220,250,260,270,310,400,460,610,760,810,850,940,1130,1360,1420,1280,1180,1160,1150,1140,1270,1330,1290,1410,1460,1680,1660,1710,1790,1970,2120,2150,2260,2270,2240,2180,2460,2900,3160,3330,3530,3850,4070,4130,3990,4100,4160,4160,3960,3750,3520,3500,3370
Turkey,TUR,,,,,,,,470,520,560,560,530,560,640,860,1110,1310,1410,1530,1820,1860,1860,1570,1400,1310,1310,1450,1740,1860,1920,2310,2590,2940,3140,2680,2850,2920,3190,3440,3590,4320,3580,3590,3950,5270,6820,7880,8950,9850,9640,10490,11310,11960,12600,12630,12030,11260,10980,10520,9690
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710,3310,2490,3240,3630,3780,4500,4660,4820,4400,4720,4430,5560,4670,5440,5070,4810,5430,5620
